set,bond_type,len_lo,len_hi,n,pct
TargetDiff,C-O,1.655,1.66,3,0.0138
TargetDiff,C-O,1.66,1.665,0,0.0
TargetDiff,C-O,1.665,1.67,5,0.0229
TargetDiff,C-O,1.67,1.675,0,0.0
TargetDiff,C-O,1.675,1.68,2,0.0092
TargetDiff,C-O,1.68,1.685,2,0.0092
TargetDiff,C-O,1.685,1.69,5,0.0229
TargetDiff,C-O,1.69,inf,7,0.0321
TargetDiff,C=O,-inf,1.1,1,0.0147
TargetDiff,C=O,1.1,1.105,0,0.0
TargetDiff,C=O,1.105,1.11,0,0.0
TargetDiff,C=O,1.11,1.115,0,0.0
TargetDiff,C=O,1.115,1.12,1,0.0147
TargetDiff,C=O,1.12,1.125,0,0.0
TargetDiff,C=O,1.125,1.13,0,0.0
TargetDiff,C=O,1.13,1.135,1,0.0147
TargetDiff,C=O,1.135,1.14,4,0.0589
TargetDiff,C=O,1.14,1.145,3,0.0442
TargetDiff,C=O,1.145,1.15,3,0.0442
TargetDiff,C=O,1.15,1.155,8,0.1178
TargetDiff,C=O,1.155,1.16,6,0.0883
TargetDiff,C=O,1.16,1.165,9,0.1325
TargetDiff,C=O,1.165,1.17,7,0.1031
TargetDiff,C=O,1.17,1.175,8,0.1178
TargetDiff,C=O,1.175,1.18,9,0.1325
TargetDiff,C=O,1.18,1.185,11,0.162
TargetDiff,C=O,1.185,1.19,21,0.3092
TargetDiff,C=O,1.19,1.195,39,0.5742
TargetDiff,C=O,1.195,1.2,56,0.8245
TargetDiff,C=O,1.2,1.205,58,0.8539
TargetDiff,C=O,1.205,1.21,76,1.119
TargetDiff,C=O,1.21,1.215,98,1.4429
TargetDiff,C=O,1.215,1.22,118,1.7373
TargetDiff,C=O,1.22,1.225,142,2.0907
TargetDiff,C=O,1.225,1.23,198,2.9152
TargetDiff,C=O,1.23,1.235,212,3.1213
TargetDiff,C=O,1.235,1.24,264,3.8869
TargetDiff,C=O,1.24,1.245,273,4.0194
TargetDiff,C=O,1.245,1.25,319,4.6967
TargetDiff,C=O,1.25,1.255,326,4.7998
TargetDiff,C=O,1.255,1.26,369,5.4329
TargetDiff,C=O,1.26,1.265,376,5.5359
TargetDiff,C=O,1.265,1.27,386,5.6832
TargetDiff,C=O,1.27,1.275,387,5.6979
TargetDiff,C=O,1.275,1.28,376,5.5359
TargetDiff,C=O,1.28,1.285,379,5.5801
TargetDiff,C=O,1.285,1.29,230,3.3863
TargetDiff,C=O,1.29,1.295,217,3.1949
TargetDiff,C=O,1.295,1.3,199,2.9299
TargetDiff,C=O,1.3,1.305,158,2.3263
TargetDiff,C=O,1.305,1.31,173,2.5471
TargetDiff,C=O,1.31,1.315,138,2.0318
TargetDiff,C=O,1.315,1.32,146,2.1496
TargetDiff,C=O,1.32,1.325,116,1.7079
TargetDiff,C=O,1.325,1.33,111,1.6343
TargetDiff,C=O,1.33,1.335,99,1.4576
TargetDiff,C=O,1.335,1.34,92,1.3545
TargetDiff,C=O,1.34,1.345,69,1.0159
TargetDiff,C=O,1.345,1.35,52,0.7656
TargetDiff,C=O,1.35,1.355,63,0.9276
TargetDiff,C=O,1.355,1.36,53,0.7803
TargetDiff,C=O,1.36,1.365,37,0.5448
TargetDiff,C=O,1.365,1.37,39,0.5742
TargetDiff,C=O,1.37,1.375,31,0.4564
TargetDiff,C=O,1.375,1.38,29,0.427
TargetDiff,C=O,1.38,1.385,22,0.3239
TargetDiff,C=O,1.385,1.39,20,0.2945
TargetDiff,C=O,1.39,1.395,26,0.3828
TargetDiff,C=O,1.395,1.4,17,0.2503
TargetDiff,C=O,1.4,1.405,9,0.1325
TargetDiff,C=O,1.405,1.41,7,0.1031
TargetDiff,C=O,1.41,1.415,13,0.1914
TargetDiff,C=O,1.415,1.42,10,0.1472
TargetDiff,C=O,1.42,1.425,8,0.1178
TargetDiff,C=O,1.425,1.43,6,0.0883
TargetDiff,C=O,1.43,1.435,4,0.0589
TargetDiff,C=O,1.435,1.44,4,0.0589
TargetDiff,C=O,1.44,1.445,7,0.1031
TargetDiff,C=O,1.445,1.45,4,0.0589
TargetDiff,C=O,1.45,1.455,6,0.0883
TargetDiff,C=O,1.455,1.46,5,0.0736
TargetDiff,C=O,1.46,1.465,2,0.0294
TargetDiff,C=O,1.465,1.47,2,0.0294
TargetDiff,C=O,1.47,1.475,3,0.0442
TargetDiff,C=O,1.475,1.48,2,0.0294
TargetDiff,C=O,1.48,1.485,1,0.0147
TargetDiff,C=O,1.485,1.49,2,0.0294
TargetDiff,C=O,1.49,1.495,2,0.0294
TargetDiff,C=O,1.495,1.5,0,0.0
TargetDiff,C=O,1.5,1.505,1,0.0147
TargetDiff,C=O,1.505,1.51,1,0.0147
TargetDiff,C=O,1.51,1.515,1,0.0147
TargetDiff,C=O,1.515,1.52,3,0.0442
TargetDiff,C=O,1.52,1.525,3,0.0442
TargetDiff,C=O,1.525,1.53,1,0.0147
TargetDiff,C=O,1.53,1.535,1,0.0147
TargetDiff,C=O,1.535,1.54,0,0.0
TargetDiff,C=O,1.54,1.545,0,0.0
TargetDiff,C=O,1.545,1.55,0,0.0
TargetDiff,C=O,1.55,1.555,0,0.0
TargetDiff,C=O,1.555,1.56,0,0.0
TargetDiff,C=O,1.56,1.565,0,0.0
TargetDiff,C=O,1.565,1.57,1,0.0147
TargetDiff,C=O,1.57,1.575,0,0.0
TargetDiff,C=O,1.575,1.58,0,0.0
TargetDiff,C=O,1.58,1.585,0,0.0
TargetDiff,C=O,1.585,1.59,0,0.0
TargetDiff,C=O,1.59,1.595,1,0.0147
TargetDiff,C=O,1.595,1.6,0,0.0
TargetDiff,C=O,1.6,1.605,0,0.0
TargetDiff,C=O,1.605,1.61,0,0.0
TargetDiff,C=O,1.61,1.615,0,0.0
TargetDiff,C=O,1.615,1.62,0,0.0
TargetDiff,C=O,1.62,1.625,0,0.0
TargetDiff,C=O,1.625,1.63,0,0.0
TargetDiff,C=O,1.63,1.635,0,0.0
TargetDiff,C=O,1.635,1.64,0,0.0
TargetDiff,C=O,1.64,1.645,0,0.0
TargetDiff,C=O,1.645,1.65,0,0.0
TargetDiff,C=O,1.65,1.655,0,0.0
TargetDiff,C=O,1.655,1.66,1,0.0147
TargetDiff,C=O,1.66,1.665,0,0.0
TargetDiff,C=O,1.665,1.67,0,0.0
TargetDiff,C=O,1.67,1.675,0,0.0
TargetDiff,C=O,1.675,1.68,0,0.0
TargetDiff,C=O,1.68,1.685,0,0.0
TargetDiff,C=O,1.685,1.69,0,0.0
TargetDiff,C=O,1.69,inf,0,0.0
TargetDiff,C:C,-inf,1.1,0,0.0
TargetDiff,C:C,1.1,1.105,0,0.0
TargetDiff,C:C,1.105,1.11,0,0.0
TargetDiff,C:C,1.11,1.115,0,0.0
TargetDiff,C:C,1.115,1.12,0,0.0
TargetDiff,C:C,1.12,1.125,0,0.0
TargetDiff,C:C,1.125,1.13,1,0.0057
TargetDiff,C:C,1.13,1.135,0,0.0
TargetDiff,C:C,1.135,1.14,0,0.0
TargetDiff,C:C,1.14,1.145,1,0.0057
TargetDiff,C:C,1.145,1.15,0,0.0
TargetDiff,C:C,1.15,1.155,2,0.0113
TargetDiff,C:C,1.155,1.16,0,0.0
TargetDiff,C:C,1.16,1.165,0,0.0
TargetDiff,C:C,1.165,1.17,0,0.0
TargetDiff,C:C,1.17,1.175,0,0.0
TargetDiff,C:C,1.175,1.18,1,0.0057
TargetDiff,C:C,1.18,1.185,0,0.0
TargetDiff,C:C,1.185,1.19,1,0.0057
TargetDiff,C:C,1.19,1.195,0,0.0
TargetDiff,C:C,1.195,1.2,1,0.0057
TargetDiff,C:C,1.2,1.205,1,0.0057
TargetDiff,C:C,1.205,1.21,0,0.0
TargetDiff,C:C,1.21,1.215,3,0.017
TargetDiff,C:C,1.215,1.22,0,0.0
TargetDiff,C:C,1.22,1.225,1,0.0057
TargetDiff,C:C,1.225,1.23,1,0.0057
TargetDiff,C:C,1.23,1.235,3,0.017
TargetDiff,C:C,1.235,1.24,1,0.0057
TargetDiff,C:C,1.24,1.245,0,0.0
TargetDiff,C:C,1.245,1.25,1,0.0057
TargetDiff,C:C,1.25,1.255,0,0.0
TargetDiff,C:C,1.255,1.26,4,0.0227
TargetDiff,C:C,1.26,1.265,3,0.017
TargetDiff,C:C,1.265,1.27,3,0.017
TargetDiff,C:C,1.27,1.275,4,0.0227
TargetDiff,C:C,1.275,1.28,1,0.0057
TargetDiff,C:C,1.28,1.285,6,0.034
TargetDiff,C:C,1.285,1.29,7,0.0397
TargetDiff,C:C,1.29,1.295,8,0.0454
TargetDiff,C:C,1.295,1.3,12,0.0681
TargetDiff,C:C,1.3,1.305,13,0.0738
TargetDiff,C:C,1.305,1.31,17,0.0964
TargetDiff,C:C,1.31,1.315,32,0.1815
TargetDiff,C:C,1.315,1.32,33,0.1872
TargetDiff,C:C,1.32,1.325,53,0.3007
TargetDiff,C:C,1.325,1.33,56,0.3177
TargetDiff,C:C,1.33,1.335,101,0.573
TargetDiff,C:C,1.335,1.34,126,0.7148
TargetDiff,C:C,1.34,1.345,187,1.0609
TargetDiff,C:C,1.345,1.35,277,1.5715
TargetDiff,C:C,1.35,1.355,350,1.9856
TargetDiff,C:C,1.355,1.36,560,3.1769
TargetDiff,C:C,1.36,1.365,722,4.096
TargetDiff,C:C,1.365,1.37,982,5.571
TargetDiff,C:C,1.37,1.375,1093,6.2007
TargetDiff,C:C,1.375,1.38,1298,7.3637
TargetDiff,C:C,1.38,1.385,1472,8.3508
TargetDiff,C:C,1.385,1.39,1565,8.8784
TargetDiff,C:C,1.39,1.395,1525,8.6515
TargetDiff,C:C,1.395,1.4,1389,7.88
TargetDiff,C:C,1.4,1.405,1235,7.0063
TargetDiff,C:C,1.405,1.41,1031,5.849
TargetDiff,C:C,1.41,1.415,782,4.4364
TargetDiff,C:C,1.415,1.42,650,3.6875
TargetDiff,C:C,1.42,1.425,504,2.8593
TargetDiff,C:C,1.425,1.43,383,2.1728
TargetDiff,C:C,1.43,1.435,258,1.4637
TargetDiff,C:C,1.435,1.44,187,1.0609
TargetDiff,C:C,1.44,1.445,152,0.8623
TargetDiff,C:C,1.445,1.45,117,0.6638
TargetDiff,C:C,1.45,1.455,78,0.4425
TargetDiff,C:C,1.455,1.46,67,0.3801
TargetDiff,C:C,1.46,1.465,47,0.2666
TargetDiff,C:C,1.465,1.47,51,0.2893
TargetDiff,C:C,1.47,1.475,29,0.1645
TargetDiff,C:C,1.475,1.48,26,0.1475
TargetDiff,C:C,1.48,1.485,19,0.1078
TargetDiff,C:C,1.485,1.49,21,0.1191
TargetDiff,C:C,1.49,1.495,14,0.0794
TargetDiff,C:C,1.495,1.5,8,0.0454
TargetDiff,C:C,1.5,1.505,2,0.0113
TargetDiff,C:C,1.505,1.51,2,0.0113
TargetDiff,C:C,1.51,1.515,4,0.0227
TargetDiff,C:C,1.515,1.52,8,0.0454
TargetDiff,C:C,1.52,1.525,6,0.034
TargetDiff,C:C,1.525,1.53,1,0.0057
TargetDiff,C:C,1.53,1.535,2,0.0113
TargetDiff,C:C,1.535,1.54,3,0.017
TargetDiff,C:C,1.54,1.545,2,0.0113
TargetDiff,C:C,1.545,1.55,3,0.017
TargetDiff,C:C,1.55,1.555,2,0.0113
TargetDiff,C:C,1.555,1.56,0,0.0
TargetDiff,C:C,1.56,1.565,1,0.0057
TargetDiff,C:C,1.565,1.57,2,0.0113
TargetDiff,C:C,1.57,1.575,2,0.0113
TargetDiff,C:C,1.575,1.58,2,0.0113
TargetDiff,C:C,1.58,1.585,1,0.0057
TargetDiff,C:C,1.585,1.59,0,0.0
TargetDiff,C:C,1.59,1.595,1,0.0057
TargetDiff,C:C,1.595,1.6,1,0.0057
TargetDiff,C:C,1.6,1.605,0,0.0
TargetDiff,C:C,1.605,1.61,1,0.0057
TargetDiff,C:C,1.61,1.615,0,0.0
TargetDiff,C:C,1.615,1.62,0,0.0
TargetDiff,C:C,1.62,1.625,0,0.0
TargetDiff,C:C,1.625,1.63,0,0.0
TargetDiff,C:C,1.63,1.635,1,0.0057
TargetDiff,C:C,1.635,1.64,0,0.0
TargetDiff,C:C,1.64,1.645,1,0.0057
TargetDiff,C:C,1.645,1.65,0,0.0
TargetDiff,C:C,1.65,1.655,0,0.0
TargetDiff,C:C,1.655,1.66,0,0.0
TargetDiff,C:C,1.66,1.665,0,0.0
TargetDiff,C:C,1.665,1.67,1,0.0057
TargetDiff,C:C,1.67,1.675,0,0.0
TargetDiff,C:C,1.675,1.68,0,0.0
TargetDiff,C:C,1.68,1.685,0,0.0
TargetDiff,C:C,1.685,1.69,0,0.0
TargetDiff,C:C,1.69,inf,2,0.0113
TargetDiff,C:N,-inf,1.1,0,0.0
TargetDiff,C:N,1.1,1.105,0,0.0
TargetDiff,C:N,1.105,1.11,0,0.0
TargetDiff,C:N,1.11,1.115,0,0.0
TargetDiff,C:N,1.115,1.12,0,0.0
TargetDiff,C:N,1.12,1.125,0,0.0
TargetDiff,C:N,1.125,1.13,0,0.0
TargetDiff,C:N,1.13,1.135,0,0.0
TargetDiff,C:N,1.135,1.14,0,0.0
TargetDiff,C:N,1.14,1.145,0,0.0
TargetDiff,C:N,1.145,1.15,0,0.0
TargetDiff,C:N,1.15,1.155,0,0.0
TargetDiff,C:N,1.155,1.16,0,0.0
TargetDiff,C:N,1.16,1.165,0,0.0
TargetDiff,C:N,1.165,1.17,0,0.0
TargetDiff,C:N,1.17,1.175,0,0.0
TargetDiff,C:N,1.175,1.18,0,0.0
TargetDiff,C:N,1.18,1.185,0,0.0
TargetDiff,C:N,1.185,1.19,0,0.0
TargetDiff,C:N,1.19,1.195,0,0.0
TargetDiff,C:N,1.195,1.2,0,0.0
TargetDiff,C:N,1.2,1.205,0,0.0
TargetDiff,C:N,1.205,1.21,0,0.0
TargetDiff,C:N,1.21,1.215,1,0.0306
TargetDiff,C:N,1.215,1.22,0,0.0
TargetDiff,C:N,1.22,1.225,0,0.0
TargetDiff,C:N,1.225,1.23,0,0.0
TargetDiff,C:N,1.23,1.235,1,0.0306
TargetDiff,C:N,1.235,1.24,1,0.0306
TargetDiff,C:N,1.24,1.245,0,0.0
TargetDiff,C:N,1.245,1.25,0,0.0
TargetDiff,C:N,1.25,1.255,5,0.1529
TargetDiff,C:N,1.255,1.26,3,0.0917
TargetDiff,C:N,1.26,1.265,7,0.2141
TargetDiff,C:N,1.265,1.27,3,0.0917
TargetDiff,C:N,1.27,1.275,8,0.2446
TargetDiff,C:N,1.275,1.28,6,0.1835
TargetDiff,C:N,1.28,1.285,14,0.4281
TargetDiff,C:N,1.285,1.29,12,0.367
TargetDiff,C:N,1.29,1.295,21,0.6422
TargetDiff,C:N,1.295,1.3,27,0.8257
TargetDiff,C:N,1.3,1.305,34,1.0398
TargetDiff,C:N,1.305,1.31,49,1.4985
TargetDiff,C:N,1.31,1.315,56,1.7125
TargetDiff,C:N,1.315,1.32,60,1.8349
TargetDiff,C:N,1.32,1.325,86,2.63
TargetDiff,C:N,1.325,1.33,90,2.7523
TargetDiff,C:N,1.33,1.335,124,3.792
TargetDiff,C:N,1.335,1.34,139,4.2508
TargetDiff,C:N,1.34,1.345,163,4.9847
TargetDiff,C:N,1.345,1.35,194,5.9327
TargetDiff,C:N,1.35,1.355,214,6.5443
TargetDiff,C:N,1.355,1.36,204,6.2385
TargetDiff,C:N,1.36,1.365,201,6.1468
TargetDiff,C:N,1.365,1.37,191,5.841
TargetDiff,C:N,1.37,1.375,205,6.2691
TargetDiff,C:N,1.375,1.38,152,4.6483
TargetDiff,C:N,1.38,1.385,143,4.3731
TargetDiff,C:N,1.385,1.39,151,4.6177
TargetDiff,C:N,1.39,1.395,134,4.0979
TargetDiff,C:N,1.395,1.4,94,2.8746
TargetDiff,C:N,1.4,1.405,86,2.63
TargetDiff,C:N,1.405,1.41,59,1.8043
TargetDiff,C:N,1.41,1.415,55,1.682
TargetDiff,C:N,1.415,1.42,50,1.5291
TargetDiff,C:N,1.42,1.425,31,0.948
TargetDiff,C:N,1.425,1.43,33,1.0092
TargetDiff,C:N,1.43,1.435,31,0.948
TargetDiff,C:N,1.435,1.44,19,0.581
TargetDiff,C:N,1.44,1.445,16,0.4893
TargetDiff,C:N,1.445,1.45,12,0.367
TargetDiff,C:N,1.45,1.455,3,0.0917
TargetDiff,C:N,1.455,1.46,10,0.3058
TargetDiff,C:N,1.46,1.465,8,0.2446
TargetDiff,C:N,1.465,1.47,9,0.2752
TargetDiff,C:N,1.47,1.475,4,0.1223
TargetDiff,C:N,1.475,1.48,7,0.2141
TargetDiff,C:N,1.48,1.485,4,0.1223
TargetDiff,C:N,1.485,1.49,8,0.2446
TargetDiff,C:N,1.49,1.495,2,0.0612
TargetDiff,C:N,1.495,1.5,4,0.1223
TargetDiff,C:N,1.5,1.505,1,0.0306
TargetDiff,C:N,1.505,1.51,6,0.1835
TargetDiff,C:N,1.51,1.515,3,0.0917
TargetDiff,C:N,1.515,1.52,5,0.1529
TargetDiff,C:N,1.52,1.525,0,0.0
TargetDiff,C:N,1.525,1.53,1,0.0306
TargetDiff,C:N,1.53,1.535,1,0.0306
TargetDiff,C:N,1.535,1.54,1,0.0306
TargetDiff,C:N,1.54,1.545,0,0.0
TargetDiff,C:N,1.545,1.55,1,0.0306
TargetDiff,C:N,1.55,1.555,0,0.0
TargetDiff,C:N,1.555,1.56,1,0.0306
TargetDiff,C:N,1.56,1.565,0,0.0
TargetDiff,C:N,1.565,1.57,1,0.0306
TargetDiff,C:N,1.57,1.575,0,0.0
TargetDiff,C:N,1.575,1.58,0,0.0
TargetDiff,C:N,1.58,1.585,0,0.0
TargetDiff,C:N,1.585,1.59,0,0.0
TargetDiff,C:N,1.59,1.595,0,0.0
TargetDiff,C:N,1.595,1.6,1,0.0306
TargetDiff,C:N,1.6,1.605,0,0.0
TargetDiff,C:N,1.605,1.61,1,0.0306
TargetDiff,C:N,1.61,1.615,0,0.0
TargetDiff,C:N,1.615,1.62,0,0.0
TargetDiff,C:N,1.62,1.625,0,0.0
TargetDiff,C:N,1.625,1.63,0,0.0
TargetDiff,C:N,1.63,1.635,1,0.0306
TargetDiff,C:N,1.635,1.64,1,0.0306
TargetDiff,C:N,1.64,1.645,0,0.0
TargetDiff,C:N,1.645,1.65,0,0.0
TargetDiff,C:N,1.65,1.655,0,0.0
TargetDiff,C:N,1.655,1.66,0,0.0
TargetDiff,C:N,1.66,1.665,0,0.0
TargetDiff,C:N,1.665,1.67,0,0.0
TargetDiff,C:N,1.67,1.675,0,0.0
TargetDiff,C:N,1.675,1.68,0,0.0
TargetDiff,C:N,1.68,1.685,0,0.0
TargetDiff,C:N,1.685,1.69,1,0.0306
TargetDiff,C:N,1.69,inf,0,0.0
VoxBind,C-C,-inf,1.1,30,0.0436
VoxBind,C-C,1.1,1.105,1,0.0015
VoxBind,C-C,1.105,1.11,3,0.0044
VoxBind,C-C,1.11,1.115,1,0.0015
VoxBind,C-C,1.115,1.12,2,0.0029
VoxBind,C-C,1.12,1.125,1,0.0015
VoxBind,C-C,1.125,1.13,0,0.0
VoxBind,C-C,1.13,1.135,2,0.0029
VoxBind,C-C,1.135,1.14,1,0.0015
VoxBind,C-C,1.14,1.145,1,0.0015
VoxBind,C-C,1.145,1.15,4,0.0058
VoxBind,C-C,1.15,1.155,3,0.0044
VoxBind,C-C,1.155,1.16,0,0.0
VoxBind,C-C,1.16,1.165,2,0.0029
VoxBind,C-C,1.165,1.17,0,0.0
VoxBind,C-C,1.17,1.175,3,0.0044
VoxBind,C-C,1.175,1.18,3,0.0044
VoxBind,C-C,1.18,1.185,2,0.0029
VoxBind,C-C,1.185,1.19,3,0.0044
VoxBind,C-C,1.19,1.195,0,0.0
VoxBind,C-C,1.195,1.2,1,0.0015
VoxBind,C-C,1.2,1.205,2,0.0029
VoxBind,C-C,1.205,1.21,3,0.0044
VoxBind,C-C,1.21,1.215,2,0.0029
VoxBind,C-C,1.215,1.22,4,0.0058
VoxBind,C-C,1.22,1.225,0,0.0
VoxBind,C-C,1.225,1.23,3,0.0044
VoxBind,C-C,1.23,1.235,4,0.0058
VoxBind,C-C,1.235,1.24,1,0.0015
VoxBind,C-C,1.24,1.245,6,0.0087
VoxBind,C-C,1.245,1.25,5,0.0073
VoxBind,C-C,1.25,1.255,8,0.0116
VoxBind,C-C,1.255,1.26,8,0.0116
VoxBind,C-C,1.26,1.265,7,0.0102
VoxBind,C-C,1.265,1.27,3,0.0044
VoxBind,C-C,1.27,1.275,6,0.0087
VoxBind,C-C,1.275,1.28,6,0.0087
VoxBind,C-C,1.28,1.285,1,0.0015
VoxBind,C-C,1.285,1.29,6,0.0087
VoxBind,C-C,1.29,1.295,13,0.0189
VoxBind,C-C,1.295,1.3,13,0.0189
VoxBind,C-C,1.3,1.305,10,0.0145
VoxBind,C-C,1.305,1.31,7,0.0102
VoxBind,C-C,1.31,1.315,11,0.016
VoxBind,C-C,1.315,1.32,23,0.0334
VoxBind,C-C,1.32,1.325,21,0.0305
VoxBind,C-C,1.325,1.33,28,0.0407
VoxBind,C-C,1.33,1.335,36,0.0523
VoxBind,C-C,1.335,1.34,45,0.0654
VoxBind,C-C,1.34,1.345,58,0.0843
VoxBind,C-C,1.345,1.35,83,0.1206
VoxBind,C-C,1.35,1.355,79,0.1148
VoxBind,C-C,1.355,1.36,132,0.1918
VoxBind,C-C,1.36,1.365,191,0.2775
VoxBind,C-C,1.365,1.37,278,0.4039
VoxBind,C-C,1.37,1.375,458,0.6653
VoxBind,C-C,1.375,1.38,643,0.9341
VoxBind,C-C,1.38,1.385,1023,1.4861
VoxBind,C-C,1.385,1.39,1341,1.9481
VoxBind,C-C,1.39,1.395,1734,2.519
VoxBind,C-C,1.395,1.4,2007,2.9156
VoxBind,C-C,1.4,1.405,2058,2.9897
VoxBind,C-C,1.405,1.41,1989,2.8895
VoxBind,C-C,1.41,1.415,1872,2.7195
VoxBind,C-C,1.415,1.42,1636,2.3767
VoxBind,C-C,1.42,1.425,1373,1.9946
VoxBind,C-C,1.425,1.43,1229,1.7854
VoxBind,C-C,1.43,1.435,1013,1.4716
VoxBind,C-C,1.435,1.44,1014,1.4731
VoxBind,C-C,1.44,1.445,968,1.4062
VoxBind,C-C,1.445,1.45,1000,1.4527
VoxBind,C-C,1.45,1.455,965,1.4019
VoxBind,C-C,1.455,1.46,1034,1.5021
VoxBind,C-C,1.46,1.465,1116,1.6212
VoxBind,C-C,1.465,1.47,1177,1.7099
VoxBind,C-C,1.47,1.475,1299,1.8871
VoxBind,C-C,1.475,1.48,1505,2.1864
VoxBind,C-C,1.48,1.485,1677,2.4362
VoxBind,C-C,1.485,1.49,1823,2.6483
VoxBind,C-C,1.49,1.495,2044,2.9694
VoxBind,C-C,1.495,1.5,2195,3.1887
VoxBind,C-C,1.5,1.505,2498,3.6289
VoxBind,C-C,1.505,1.51,2615,3.7989
VoxBind,C-C,1.51,1.515,2901,4.2144
VoxBind,C-C,1.515,1.52,2899,4.2115
VoxBind,C-C,1.52,1.525,2976,4.3233
VoxBind,C-C,1.525,1.53,2778,4.0357
VoxBind,C-C,1.53,1.535,2650,3.8497
VoxBind,C-C,1.535,1.54,2276,3.3064
VoxBind,C-C,1.54,1.545,2009,2.9185
VoxBind,C-C,1.545,1.55,1630,2.3679
VoxBind,C-C,1.55,1.555,1362,1.9786
VoxBind,C-C,1.555,1.56,1074,1.5602
VoxBind,C-C,1.56,1.565,822,1.1941
VoxBind,C-C,1.565,1.57,590,0.8571
VoxBind,C-C,1.57,1.575,464,0.6741
VoxBind,C-C,1.575,1.58,323,0.4692
VoxBind,C-C,1.58,1.585,232,0.337
VoxBind,C-C,1.585,1.59,228,0.3312
VoxBind,C-C,1.59,1.595,173,0.2513
VoxBind,C-C,1.595,1.6,100,0.1453
VoxBind,C-C,1.6,1.605,101,0.1467
VoxBind,C-C,1.605,1.61,83,0.1206
VoxBind,C-C,1.61,1.615,55,0.0799
VoxBind,C-C,1.615,1.62,57,0.0828
VoxBind,C-C,1.62,1.625,57,0.0828
VoxBind,C-C,1.625,1.63,45,0.0654
VoxBind,C-C,1.63,1.635,37,0.0538
VoxBind,C-C,1.635,1.64,28,0.0407
VoxBind,C-C,1.64,1.645,27,0.0392
VoxBind,C-C,1.645,1.65,20,0.0291
VoxBind,C-C,1.65,1.655,27,0.0392
VoxBind,C-C,1.655,1.66,28,0.0407
VoxBind,C-C,1.66,1.665,18,0.0261
VoxBind,C-C,1.665,1.67,13,0.0189
VoxBind,C-C,1.67,1.675,14,0.0203
VoxBind,C-C,1.675,1.68,18,0.0261
VoxBind,C-C,1.68,1.685,22,0.032
VoxBind,C-C,1.685,1.69,11,0.016
VoxBind,C-C,1.69,inf,216,0.3138
VoxBind,C=C,-inf,1.1,7,0.0758
VoxBind,C=C,1.1,1.105,0,0.0
VoxBind,C=C,1.105,1.11,0,0.0
VoxBind,C=C,1.11,1.115,0,0.0
VoxBind,C=C,1.115,1.12,0,0.0
VoxBind,C=C,1.12,1.125,0,0.0
VoxBind,C=C,1.125,1.13,0,0.0
VoxBind,C=C,1.13,1.135,1,0.0108
VoxBind,C=C,1.135,1.14,1,0.0108
VoxBind,C=C,1.14,1.145,0,0.0
VoxBind,C=C,1.145,1.15,2,0.0217
VoxBind,C=C,1.15,1.155,1,0.0108
VoxBind,C=C,1.155,1.16,1,0.0108
VoxBind,C=C,1.16,1.165,2,0.0217
VoxBind,C=C,1.165,1.17,2,0.0217
VoxBind,C=C,1.17,1.175,2,0.0217
VoxBind,C=C,1.175,1.18,1,0.0108
VoxBind,C=C,1.18,1.185,1,0.0108
VoxBind,C=C,1.185,1.19,1,0.0108
VoxBind,C=C,1.19,1.195,1,0.0108
VoxBind,C=C,1.195,1.2,0,0.0
VoxBind,C=C,1.2,1.205,1,0.0108
VoxBind,C=C,1.205,1.21,2,0.0217
VoxBind,C=C,1.21,1.215,1,0.0108
VoxBind,C=C,1.215,1.22,1,0.0108
VoxBind,C=C,1.22,1.225,1,0.0108
VoxBind,C=C,1.225,1.23,2,0.0217
VoxBind,C=C,1.23,1.235,1,0.0108
VoxBind,C=C,1.235,1.24,1,0.0108
VoxBind,C=C,1.24,1.245,1,0.0108
VoxBind,C=C,1.245,1.25,2,0.0217
VoxBind,C=C,1.25,1.255,4,0.0433
VoxBind,C=C,1.255,1.26,1,0.0108
VoxBind,C=C,1.26,1.265,1,0.0108
VoxBind,C=C,1.265,1.27,4,0.0433
VoxBind,C=C,1.27,1.275,4,0.0433
VoxBind,C=C,1.275,1.28,6,0.065
VoxBind,C=C,1.28,1.285,7,0.0758
VoxBind,C=C,1.285,1.29,4,0.0433
VoxBind,C=C,1.29,1.295,6,0.065
VoxBind,C=C,1.295,1.3,8,0.0866
VoxBind,C=C,1.3,1.305,13,0.1407
VoxBind,C=C,1.305,1.31,8,0.0866
VoxBind,C=C,1.31,1.315,6,0.065
VoxBind,C=C,1.315,1.32,18,0.1949
VoxBind,C=C,1.32,1.325,25,0.2707
VoxBind,C=C,1.325,1.33,21,0.2273
VoxBind,C=C,1.33,1.335,24,0.2598
VoxBind,C=C,1.335,1.34,36,0.3897
VoxBind,C=C,1.34,1.345,47,0.5088
VoxBind,C=C,1.345,1.35,72,0.7795
VoxBind,C=C,1.35,1.355,124,1.3424
VoxBind,C=C,1.355,1.36,164,1.7755
VoxBind,C=C,1.36,1.365,260,2.8148
VoxBind,C=C,1.365,1.37,355,3.8432
VoxBind,C=C,1.37,1.375,564,6.1059
VoxBind,C=C,1.375,1.38,684,7.405
VoxBind,C=C,1.38,1.385,766,8.2927
VoxBind,C=C,1.385,1.39,855,9.2563
VoxBind,C=C,1.39,1.395,801,8.6716
VoxBind,C=C,1.395,1.4,797,8.6283
