plinder_pdb	plinder_chain	cohort_pdb	cohort_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
7y1g	7y1g_B	4uj1	4uj1__chain0	99.4	100.0	100.0	337	337	337	2.76e-253	682.0
7y2a	7y2a_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y2r	7y2r_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y2s	7y2s_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y2t	7y2t_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y2u	7y2u_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y2v	7y2v_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y2w	7y2w_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y2x	7y2x_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7y4t	7y4t_A	4wa9	4wa9__chain0	41.5	91.1	90.6	260	281	276	1.9700000000000002e-64	198.0
7y4u	7y4u_A	4wa9	4wa9__chain0	41.5	90.7	90.6	260	281	276	9.84e-65	199.0
7y8f	7y8f_A	4k4j	4k4j__chain0	31.3	94.1	99.1	227	236	214	3.47e-21	83.2
7y8g	7y8g_A	4k4j	4k4j__chain0	31.3	94.5	99.1	227	237	214	6.75e-22	85.1
7y94	7y94_A	6hgr	6hgr__chain1	41.2	95.6	98.3	177	182	178	2.65e-45	142.0
7yb2	7yb2_A	4bny	4bny__chain3	33.7	97.3	96.3	255	260	244	2.5e-33	116.0
7ybr	7ybr_B	3cfn	3cfn__chain0	99.1	100.0	100.0	115	115	115	8.12e-82	230.0
7ycq	7ycq_B	3cfn	3cfn__chain0	99.1	100.0	100.0	115	115	115	8.12e-82	230.0
7ydx	7ydx_B	5hu9	5hu9__chain0	32.7	82.8	78.2	223	261	266	7.17e-29	105.0
7yi6	7yi6_D	1i7z	1i7z__chain1	81.4	99.5	98.6	220	221	220	7.26e-127	352.0
7yit	7yit_D	1q72	1q72__chain1	47.9	100.0	54.1	119	109	220	5.52e-26	91.7
7yl1	7yl1_A	4loo	4loo__chain0	48.0	99.1	97.4	352	352	349	3.0899999999999997e-108	315.0
7yl2	7yl2_A	5yqx	5yqx__chain0	100.0	94.0	99.2	125	133	126	1.1199999999999999e-95	266.0
7ymg	7ymg_A	5d25	5d25__chain0	100.0	100.0	99.2	123	123	124	6.68e-94	261.0
7ymk	7ymk_A	4k4j	4k4j__chain0	31.7	93.7	99.1	227	237	214	9.41e-22	84.7
7yq9	7yq9_A	5d25	5d25__chain0	100.0	100.0	99.2	123	123	124	6.68e-94	261.0
7ywt	7ywt_AAA	4qy3	4qy3__chain0	100.0	99.6	100.0	257	258	257	3.5900000000000006e-200	541.0
7yzh	7yzh_BBB	4qy3	4qy3__chain0	34.9	93.5	95.7	261	276	257	1.86e-38	130.0
7z1f	7z1f_A	3i4b	3i4b__chain1	99.4	96.6	100.0	347	357	347	9.830000000000001e-257	692.0
7z1g	7z1g_A	3i4b	3i4b__chain1	99.4	96.9	100.0	347	356	347	6.640000000000001e-257	692.0
7z25	7z25_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7z2i	7z2i_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
7z39	7z39_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
7z4v	7z4v_A	6nfy	6nfy__chain0	43.5	95.2	99.6	283	289	282	5.5199999999999997e-76	228.0
7z5n	7z5n_B	6eif	6eif__chain0	99.7	100.0	99.7	343	343	344	5.1900000000000003e-259	697.0
7z5w	7z5w_A	3gvu	3gvu__chain0	42.1	91.9	88.9	259	271	271	3.1e-62	192.0
7z5x	7z5x_A	3gvu	3gvu__chain0	41.3	91.9	88.9	259	270	271	9.54e-61	188.0
7z6i	7z6i_AAA	4loo	4loo__chain0	99.7	99.7	100.0	349	350	349	1.06e-261	704.0
7z6u	7z6u_A	2c3i	2c3i__chain0	98.9	98.5	100.0	266	268	266	3.06e-199	539.0
7z9i	7z9i_AAA	6s56	6s56__chain0	100.0	100.0	100.0	130	130	130	4.44e-93	259.0
7z9t	7z9t_AAA	4loo	4loo__chain0	99.7	100.0	100.0	349	349	349	5.0299999999999995e-262	705.0
7z9w	7z9w_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7z9y	7z9y_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7za6	7za6_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7za7	7za7_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7za9	7za9_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zaa	7zaa_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zad	7zad_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zae	7zae_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zaj	7zaj_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zdn	7zdn_A	6r8l	6r8l__chain0	99.4	100.0	100.0	164	164	164	1.32e-124	342.0
7ze7	7ze7_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zef	7zef_A	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zen	7zen_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zfg	7zfg_A	5jy3	5jy3__chain0	37.4	83.5	85.1	198	237	228	2.06e-39	131.0
7zfn	7zfn_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zfs	7zfs_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zft	7zft_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zfv	7zfv_A	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zfx	7zfx_A	5jy3	5jy3__chain0	37.4	82.8	85.1	198	239	228	1.55e-39	131.0
7zfy	7zfy_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zg2	7zg2_AAA	5d24	5d24__chain0	100.0	97.7	100.0	126	129	126	9.51e-96	266.0
7zh8	7zh8_D	6eis	6eis__chain0	99.1	100.0	99.7	346	346	345	8.3e-257	691.0
7zhn	7zhn_A	4btk	4btk__chain0	99.0	99.0	100.0	290	293	287	2.1000000000000002e-213	577.0
7zho	7zho_A	4btk	4btk__chain0	99.0	97.6	100.0	290	297	287	2.47e-213	577.0
7zhp	7zhp_A	4btk	4btk__chain0	99.0	99.0	100.0	290	293	287	2.1000000000000002e-213	577.0
7zhq	7zhq_A	4btk	4btk__chain0	99.0	99.0	100.0	290	293	287	2.1000000000000002e-213	577.0
7zi1	7zi1_A	4q19	4q19__chain1	97.8	100.0	100.0	231	228	230	1.1400000000000001e-166	454.0
7zi2	7zi2_A	4q19	4q19__chain1	98.3	99.6	100.0	231	230	230	2.13e-167	456.0
7zi3	7zi3_A	4q19	4q19__chain1	98.3	99.6	100.0	231	230	230	2.13e-167	456.0
7zi5	7zi5_A	4q19	4q19__chain1	98.3	99.6	100.0	231	229	230	1.96e-165	451.0
7zi6	7zi6_A	4q19	4q19__chain1	98.3	99.6	100.0	231	229	230	1.96e-165	451.0
7zi7	7zi7_A	4q19	4q19__chain1	98.3	99.6	100.0	231	230	230	2.13e-167	456.0
7zi8	7zi8_A	4q19	4q19__chain0	97.8	99.1	100.0	230	229	228	2.49e-163	445.0
7zi9	7zi9_A	4q19	4q19__chain1	97.4	99.6	100.0	232	230	230	5.859999999999999e-165	449.0
7zia	7zia_A	4q19	4q19__chain0	98.3	99.1	100.0	230	230	228	4.48e-164	447.0
7zib	7zib_A	4q19	4q19__chain1	98.3	100.0	100.0	231	228	230	1.8799999999999998e-165	451.0
7zku	7zku_B	4qxo	4qxo__chain0	96.2	95.8	100.0	182	190	182	5.47e-128	352.0
7zkw	7zkw_C	1q72	1q72__chain1	58.9	100.0	55.0	124	121	220	3.4300000000000004e-43	136.0
7zl5	7zl5_AAA	4qy3	4qy3__chain0	60.5	100.0	99.2	256	256	257	2.07e-111	316.0
7zl6	7zl6_AAA	4qy3	4qy3__chain0	100.0	99.6	100.0	257	258	257	3.5900000000000006e-200	541.0
7zpc	7zpc_A	5jq5	5jq5__chain0	99.3	99.3	100.0	289	291	287	1.12e-212	575.0
7zun	7zun_A	1xws	1xws__chain0	98.9	100.0	100.0	273	270	273	5.07e-207	559.0
7zv0	7zv0_A	4qxo	4qxo__chain0	88.5	99.4	100.0	182	169	182	5.59e-111	308.0
7zvk	7zvk_A	4qxo	4qxo__chain0	89.6	98.8	100.0	182	172	182	5.64e-114	316.0
7zw8	7zw8_A	6pl1	6pl1__chain0	40.0	84.4	88.3	265	301	290	7.63e-55	175.0
7zwb	7zwb_AAA	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
7zwe	7zwe_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
7zwg	7zwg_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
7zwl	7zwl_A	4qxo	4qxo__chain0	93.4	97.3	100.0	182	182	182	2.46e-122	338.0
7zxb	7zxb_A	4qxo	4qxo__chain0	90.7	98.3	100.0	182	175	182	3.8499999999999997e-115	319.0
7zy0	7zy0_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
7zy2	7zy2_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
7zy5	7zy5_A	3pe1	3pe1__chain0	99.7	99.7	99.4	325	326	327	5.5299999999999995e-250	672.0
7zy6	7zy6_A	3pyy	3pyy__chain0	39.7	95.9	100.0	282	293	265	3.72e-65	200.0
7zy8	7zy8_B	3pe1	3pe1__chain0	99.7	100.0	99.7	326	326	327	1.3599999999999999e-250	674.0
7zyd	7zyd_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
7zyk	7zyk_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
7zym	7zym_A	4rj8	4rj8__chain0	93.1	99.1	100.0	318	321	298	1.77e-215	584.0
7zyn	7zyn_A	4rj8	4rj8__chain0	92.8	100.0	100.0	318	317	298	1.1800000000000001e-212	577.0
7zyp	7zyp_A	3ug2	3ug2__chain0	94.1	99.0	100.0	307	305	299	4.020000000000001e-208	565.0
7zyq	7zyq_A	5cap	5cap__chain0	99.3	100.0	89.1	270	270	303	1.9300000000000002e-200	544.0
8a07	8a07_A	4c9x	4c9x__chain0	100.0	100.0	100.0	154	154	154	3.05e-116	320.0
8a0s	8a0s_A	4c9x	4c9x__chain0	100.0	100.0	100.0	154	154	154	3.05e-116	320.0
8a0t	8a0t_A	4c9x	4c9x__chain0	100.0	100.0	100.0	154	154	154	3.05e-116	320.0
8a0z	8a0z_B	3oaf	3oaf__chain0	35.2	95.0	95.7	196	202	186	1.69e-26	95.5
8a27	8a27_A	5cap	5cap__chain0	98.9	100.0	89.1	270	269	303	2.5200000000000002e-198	538.0
8a2a	8a2a_A	5cap	5cap__chain0	96.4	100.0	99.0	307	306	303	1.72e-217	588.0
8a2b	8a2b_A	5cap	5cap__chain0	98.5	100.0	90.4	274	272	303	1.03e-200	545.0
8a2d	8a2d_A	5cap	5cap__chain0	96.8	98.6	89.8	277	281	303	8.260000000000001e-198	538.0
8a2x	8a2x_A	4qxo	4qxo__chain0	90.7	98.3	100.0	182	175	182	1.34e-115	320.0
8a31	8a31_A	6ggb	6ggb__chain0	100.0	100.0	99.5	197	197	198	5.34e-154	419.0
8a32	8a32_B	6ggb	6ggb__chain0	100.0	99.5	100.0	198	199	198	2.87e-154	420.0
8a34	8a34_B	6f20	6f20__chain0	100.0	100.0	100.0	156	156	156	1.06e-117	324.0
8a3a	8a3a_A	4c9x	4c9x__chain0	100.0	100.0	100.0	154	154	154	3.05e-116	320.0
8a5j	8a5j_A	6nfy	6nfy__chain0	45.3	95.7	95.7	274	279	282	4.27e-78	233.0
8a66	8a66_A	6nfy	6nfy__chain0	45.7	89.8	90.4	256	275	282	1.0000000000000001e-72	219.0
8a7i	8a7i_A	5i7y	5i7y__chain0	100.0	100.0	100.0	101	101	101	3.02e-75	212.0
8a92	8a92_B	6ggb	6ggb__chain0	100.0	100.0	99.5	197	197	198	5.34e-154	419.0
8aau	8aau_L	3k5v	3k5v__chain0	30.8	87.6	89.5	260	291	286	1.9400000000000002e-32	116.0
8ab3	8ab3_B	4i8x	4i8x__chain1	46.7	90.9	90.3	300	328	331	1.1399999999999999e-89	266.0
8acm	8acm_AAA	4f9w	4f9w__chain0	99.1	99.4	100.0	336	337	336	1.72e-249	672.0
8aco	8aco_AAA	3huc	3huc__chain0	98.5	100.0	100.0	337	334	337	5.3000000000000005e-248	668.0
8adf	8adf_A	5jy3	5jy3__chain0	31.4	72.0	80.3	194	257	228	1.35e-21	85.1
8ae7	8ae7_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
8aec	8aec_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
8aek	8aek_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
8aem	8aem_A	3pe1	3pe1__chain0	98.8	100.0	100.0	327	327	327	6.73e-249	670.0
8aeu	8aeu_A	4erf	4erf__chain0	100.0	98.9	93.5	86	87	92	4.66e-60	173.0
8afr	8afr_A	2c3i	2c3i__chain0	97.4	98.5	100.0	266	264	266	3.55e-197	534.0
8ag2	8ag2_A	5tpx	5tpx__chain0	37.4	75.2	85.8	91	121	106	4.0000000000000004e-21	76.6
8agi	8agi_A	4b7p	4b7p__chain0	100.0	100.0	98.6	211	211	214	1.09e-149	409.0
8agj	8agj_A	2xjx	2xjx__chain0	99.5	100.0	95.9	212	212	221	4.19e-149	408.0
8agl	8agl_A	4b7p	4b7p__chain0	99.5	100.0	98.6	211	211	214	3.13e-149	408.0
8ahc	8ahc_A	5i7y	5i7y__chain0	100.0	89.4	100.0	101	113	101	1e-74	211.0
8ahg	8ahg_A	6nfy	6nfy__chain1	39.0	89.1	93.7	267	293	285	2.98e-57	181.0
8ahh	8ahh_A	6nfy	6nfy__chain1	39.0	89.1	93.7	267	293	285	2.98e-57	181.0
8ahi	8ahi_A	6nfy	6nfy__chain1	39.0	89.4	93.7	267	292	285	2.89e-57	181.0
8an8	8an8_A	3gvu	3gvu__chain0	42.2	93.9	89.7	244	244	271	8.100000000000001e-58	180.0
8ans	8ans_A	5hu9	5hu9__chain0	41.9	86.6	90.6	246	277	266	2.5500000000000003e-64	197.0
8ao6	8ao6_A	4qyy	4qyy__chain0	98.5	98.5	100.0	337	338	337	1.5999999999999997e-250	675.0
8aoa	8aoa_A	2ojj	2ojj__chain0	100.0	98.8	99.4	342	346	344	5.03e-260	699.0
8apt	8apt_A	3axz	3axz__chain0	98.4	98.4	99.6	244	248	241	2.0800000000000002e-179	487.0
8apu	8apu_A	3axz	3axz__chain0	98.4	98.4	99.6	244	248	241	2.0800000000000002e-179	487.0
8apv	8apv_A	3axz	3axz__chain0	98.4	98.4	99.6	244	248	241	2.0800000000000002e-179	487.0
8apw	8apw_A	3axz	3axz__chain0	97.6	98.4	99.6	246	250	241	4.5500000000000005e-179	486.0
8arj	8arj_A	4rfm	4rfm__chain0	41.7	82.9	85.1	228	275	249	7.520000000000001e-56	175.0
8as0	8as0_C	1i7z	1i7z__chain0	80.7	100.0	99.5	218	213	219	7.7e-122	339.0
8as2	8as2_L	1i7z	1i7z__chain0	79.6	99.5	98.6	216	212	219	7.49e-115	322.0
8ase	8ase_H	3po1	3po1__chain2	100.0	40.3	100.0	102	253	102	1.8e-78	227.0
8asf	8asf_H	2jh0	2jh0__chain1	100.0	100.0	100.0	251	251	251	7.23e-199	537.0
8atb	8atb_BBB	6o94	6o94__chain0	94.8	99.6	99.3	290	282	292	7.48e-194	527.0
8atl	8atl_AAA	6o94	6o94__chain0	95.2	99.6	99.3	290	282	292	1.51e-193	526.0
8atn	8atn_BBB	6o94	6o94__chain0	95.5	99.7	99.3	291	286	292	6.459999999999999e-196	533.0
8aty	8aty_A	5jy3	5jy3__chain0	31.4	66.8	80.3	194	277	228	1.43e-21	85.5
8atz	8atz_A	5jy3	5jy3__chain0	31.4	67.0	80.3	194	276	228	1.95e-21	85.1
8au3	8au3_B	3gvu	3gvu__chain0	42.2	87.2	89.7	249	281	271	1.3699999999999998e-60	188.0
8au5	8au5_A	3pyy	3pyy__chain0	42.4	91.7	92.8	250	265	265	2.5800000000000003e-66	202.0
8auz	8auz_A	3i4b	3i4b__chain1	98.8	97.4	99.7	346	351	347	1.49e-254	686.0
8av1	8av1_A	3i4b	3i4b__chain1	98.8	97.4	99.7	346	351	347	1.49e-254	686.0
8av9	8av9_L	2yk1	2yk1__chain1	78.0	96.2	98.9	205	213	188	2.56e-106	299.0
8aw1	8aw1_B	3gvu	3gvu__chain0	42.9	90.9	89.7	245	264	271	3.39e-65	199.0
8aww	8aww_B	4d7b	4d7b__chain0	100.0	100.0	100.0	116	116	116	9.09e-84	235.0
8b17	8b17_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b18	8b18_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b19	8b19_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1a	8b1a_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1b	8b1b_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1c	8b1c_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1d	8b1d_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1e	8b1e_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1f	8b1f_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1g	8b1g_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1h	8b1h_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1i	8b1i_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1j	8b1j_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b1k	8b1k_B	1q72	1q72__chain1	56.0	96.1	54.5	125	127	220	2.23e-40	129.0
8b2j	8b2j_B	4qxo	4qxo__chain0	92.9	98.3	100.0	182	179	182	5.13e-121	334.0
8b50	8b50_L	1i7z	1i7z__chain0	80.0	100.0	100.0	220	219	219	6.57e-120	335.0
8b54	8b54_A	2xnb	2xnb__chain0	100.0	100.0	98.6	292	292	296	1.3e-218	590.0
8b5g	8b5g_AAA	4z93	4z93__chain0	82.9	100.0	99.1	111	111	110	9e-68	194.0
8b5h	8b5h_AAA	4z93	4z93__chain0	82.9	99.1	99.1	111	112	110	9.38e-68	194.0
8b5i	8b5i_AAA	4z93	4z93__chain0	82.9	99.1	99.1	111	112	110	9.38e-68	194.0
8b5j	8b5j_AAA	4z93	4z93__chain0	82.9	98.2	99.1	111	113	110	9.77e-68	194.0
8b6m	8b6m_C	4iue	4iue__chain0	100.0	100.0	77.5	162	162	209	4.8400000000000006e-123	340.0
8b8n	8b8n_A	5wij	5wij__chain0	99.6	100.0	100.0	274	274	274	1.58e-209	566.0
8b8u	8b8u_A	5wij	5wij__chain0	99.6	100.0	100.0	274	274	274	1.58e-209	566.0
8b8x	8b8x_A	5jy3	5jy3__chain0	31.4	69.0	80.3	194	268	228	1.68e-21	85.1
8b96	8b96_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
8b98	8b98_A	4mr3	4mr3__chain0	100.0	100.0	100.0	127	127	127	3.16e-96	267.0
8b99	8b99_A	5wij	5wij__chain0	99.3	100.0	100.0	274	274	274	1.85e-208	563.0
8b9e	8b9e_A	5wij	5wij__chain0	99.3	100.0	100.0	274	274	274	1.85e-208	563.0
8b9h	8b9h_A	5wij	5wij__chain0	100.0	100.0	100.0	274	274	274	2.7400000000000002e-210	568.0
8ba2	8ba2_A	5wij	5wij__chain0	99.6	99.6	100.0	274	275	274	2.34e-209	565.0
8ba3	8ba3_A	5wij	5wij__chain0	100.0	95.5	100.0	274	287	274	6.6e-210	567.0
8ba4	8ba4_A	5wij	5wij__chain0	99.6	100.0	100.0	274	274	274	1.58e-209	566.0
8ba6	8ba6_A	4jfk	4jfk__chain0	97.7	100.0	100.0	128	128	128	1.82e-91	255.0
8bab	8bab_A	5wij	5wij__chain0	99.3	100.0	100.0	274	274	274	1.85e-208	563.0
8baj	8baj_A	4jfk	4jfk__chain0	97.6	100.0	99.2	127	127	128	1.01e-90	253.0
8bak	8bak_A	5wij	5wij__chain0	99.3	100.0	100.0	274	274	274	1.85e-208	563.0
8bd9	8bd9_A	5mpz	5mpz__chain0	34.5	58.2	90.9	110	184	110	6.76e-12	54.7
8bem	8bem_A	6nfy	6nfy__chain0	39.2	89.8	92.6	263	274	282	8.370000000000001e-63	194.0
8bfm	8bfm_A	5aut	5aut__chain0	37.5	89.8	97.4	269	265	274	3.15e-55	174.0
8bfs	8bfs_A	5aut	5aut__chain0	37.5	89.8	97.4	269	274	274	2.11e-61	190.0
8bgc	8bgc_A	3pe1	3pe1__chain0	99.1	99.4	100.0	327	326	327	2.63e-248	668.0
8bi2	8bi2_A	3fqe	3fqe__chain0	97.4	100.0	100.0	271	266	269	5.8600000000000006e-195	528.0
8bik	8bik_A	5aut	5aut__chain0	36.1	56.5	96.0	266	451	274	2.19e-42	146.0
8bin	8bin_A	5i9y	5i9y__chain0	95.6	100.0	95.1	273	264	287	1.86e-188	513.0
8bio	8bio_A	5i9y	5i9y__chain0	96.4	100.0	97.6	280	273	287	1.92e-197	536.0
8bjt	8bjt_A	3uo4	3uo4__chain0	33.2	86.6	94.4	253	292	266	4.98e-50	161.0
8bju	8bju_A	5vd2	5vd2__chain0	100.0	99.2	100.0	258	260	258	4.8700000000000006e-192	520.0
8bjx	8bjx_AAA	4qy3	4qy3__chain0	100.0	99.6	100.0	257	258	257	3.5900000000000006e-200	541.0
8bjz	8bjz_L	1i7z	1i7z__chain0	78.0	100.0	99.5	218	213	219	4.94e-118	330.0
8bk0	8bk0_A	5ia1	5ia1__chain0	97.7	100.0	99.6	266	266	261	3.44e-192	521.0
8bk4	8bk4_A	4w9p	4w9p__chain0	37.8	58.9	80.8	98	163	120	1.41e-17	69.3
8bm2	8bm2_A	4iva	4iva__chain0	99.3	97.3	100.0	292	300	292	9.750000000000001e-222	598.0
8bm8	8bm8_A	5ia1	5ia1__chain0	99.2	97.4	100.0	262	268	261	1.07e-191	520.0
8bn2	8bn2_A	5o4f	5o4f__chain0	43.0	95.1	98.4	256	267	250	8.74e-67	203.0
8bn5	8bn5_A	5o4f	5o4f__chain0	43.0	95.8	98.4	256	265	250	8.16e-67	203.0
8bn6	8bn6_A	4duh	4duh__chain0	70.3	97.6	99.5	202	206	195	5.85e-98	278.0
8bo3	8bo3_AAA	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
8bo4	8bo4_AAA	3po1	3po1__chain2	43.6	38.5	91.2	94	231	102	2.78e-18	72.4
8bo5	8bo5_AAA	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
8bo6	8bo6_AAA	3po1	3po1__chain2	43.6	37.6	91.2	94	237	102	3.11e-18	72.4
8bo7	8bo7_AAA	3po1	3po1__chain2	43.6	37.7	91.2	94	236	102	3.05e-18	72.4
8boc	8boc_A	5i9y	5i9y__chain0	94.0	100.0	95.5	281	271	287	1.0499999999999999e-189	516.0
8bod	8bod_A	5ia1	5ia1__chain0	98.9	97.0	100.0	262	268	261	1.2499999999999998e-190	517.0
8boe	8boe_AAA	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
8bog	8bog_A	5ia1	5ia1__chain0	98.9	95.6	100.0	262	272	261	2.08e-190	517.0
8boh	8boh_A	5ia1	5ia1__chain0	99.6	96.7	100.0	261	269	261	2.34e-193	524.0
8boi	8boi_A	5ia1	5ia1__chain0	99.6	96.7	100.0	261	269	261	2.34e-193	524.0
8bok	8bok_A	5i9y	5i9y__chain0	96.1	100.0	96.2	283	280	287	3.77e-199	540.0
8bom	8bom_A	5ia1	5ia1__chain0	99.2	97.0	100.0	261	267	261	1.78e-192	522.0
8bpv	8bpv_A	4iva	4iva__chain0	99.3	97.3	100.0	292	300	292	9.750000000000001e-222	598.0
8bpw	8bpw_A	4iva	4iva__chain0	99.3	97.3	100.0	292	300	292	9.750000000000001e-222	598.0
8br5	8br5_DDD	6o94	6o94__chain0	96.6	99.6	99.7	291	285	292	2.26e-198	539.0
8br6	8br6_AAA	6o94	6o94__chain0	96.9	99.7	99.3	290	288	292	1.87e-200	544.0
8br7	8br7_BBB	6o94	6o94__chain0	93.8	100.0	99.3	290	278	292	4.7899999999999995e-189	515.0
8bso	8bso_L	1i7z	1i7z__chain0	78.0	100.0	99.5	218	213	219	4.94e-118	330.0
8bst	8bst_B	4nwc	4nwc__chain0	99.6	100.0	99.2	253	253	255	8.67e-188	509.0
8bsu	8bsu_D	4nwc	4nwc__chain0	99.6	100.0	99.2	253	253	255	8.67e-188	509.0
8bu2	8bu2_E	2xnb	2xnb__chain0	43.0	92.3	97.0	305	325	296	1.78e-76	231.0
8bu3	8bu3_E	2xnb	2xnb__chain0	43.0	92.3	97.0	305	325	296	1.78e-76	231.0
8bu4	8bu4_E	2xnb	2xnb__chain0	43.0	92.3	97.0	305	325	296	1.78e-76	231.0
8bu5	8bu5_E	2xnb	2xnb__chain0	43.0	90.6	97.0	305	331	296	1.09e-76	232.0
8bu6	8bu6_H	2xnb	2xnb__chain0	43.0	92.6	97.0	305	324	296	1.72e-76	231.0
8bu7	8bu7_B	2xnb	2xnb__chain0	43.0	91.2	97.0	305	329	296	2.03e-76	231.0
8bu9	8bu9_H	2xnb	2xnb__chain0	43.0	92.6	97.0	305	324	296	1.72e-76	231.0
8bua	8bua_E	2xnb	2xnb__chain0	43.0	94.0	97.0	305	319	296	1.46e-76	231.0
8bub	8bub_B	2xnb	2xnb__chain0	43.0	91.7	97.0	305	327	296	1.9e-76	231.0
8buc	8buc_E	2xnb	2xnb__chain0	43.0	92.3	97.0	305	325	296	1.78e-76	231.0
8bud	8bud_B	2xnb	2xnb__chain0	43.0	91.2	97.0	305	329	296	2.03e-76	231.0
8bue	8bue_E	2xnb	2xnb__chain0	43.0	92.3	97.0	305	325	296	1.78e-76	231.0
8buf	8buf_H	2xnb	2xnb__chain0	43.0	94.3	97.0	305	318	296	1.41e-76	231.0
